Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018]
Australia,AUS,Real interest rate (%),FR.INR.RINR,..,2.20192877675305,5.58540353096757,3.27426206402178,1.73117500574349,2.25949294588104,2.62157170803393,0.485511769939369,3.25964521959553,1.06997722082935,1.68627392761528,1.96233657787761,0.783337878323126,-1.50603605860954,-6.01827571279595,-5.33931397533848,-3.59758101116202,-1.3850598652733,1.05174177237822,0.452274918324396,-0.0340965425476336,2.10701235642412,1.41659149691651,2.05091846004363,3.37176137088193,7.44387087635544,8.02521004999169,7.50523525122644,6.40745933698599,6.6035464089397,9.66734259720985,10.0726572327522,8.94800409569146,8.44723104852863,7.98204363248875,8.05222422170466,6.84880884746632,5.86109478223985,5.3423337284395,6.18759255059486,5.00774385062176,2.12270228152934,3.40477128529011,3.39329282720625,3.61907954781133,3.33455981692418,2.39802213383888,3.03222849228063,4.19302925472188,0.970400198200039,6.04147227701786,1.39733435535196,5.00773264232463,6.34314890121023,4.44149027991943,6.32118230974146,5.9470353697114,1.47390222942331,3.37286926136901
Austria,AUT,Real interest rate (%),FR.INR.RINR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Azerbaijan,AZE,Real interest rate (%),FR.INR.RINR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,21.0179856865131,16.9546082093787,6.36757313051115,16.7690791975976,12.6244059518584,7.94230103486085,5.92029112464695,2.00903637766665,5.86921083003594,-1.20386431843874,-6.41437042746196,48.0000304120539,6.03749041929722,-4.5090716814242,15.0720534611728,17.7227825311853,19.4460370437551,28.890071399415,1.5235146159842,-0.164003571477481,4.98834135914344
"Bahamas, The",BHS,Real interest rate (%),FR.INR.RINR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.94438712310397,7.63923724615224,7.09268098930953,0.52591609491765,0.751287393657474,-5.68308500562306,7.04469061043236,4.73974026382963,7.5879185897376,1.72652926047564,4.38524364451921,2.26450422769053,7.40576480108515,7.05883980379845,3.7366996127271,6.28283714963996,4.02073579719401,8.38172771281939,4.59138626415735,5.90021927518225,5.70956043828826,-37.9053386286309,3.5912614545872,1.35689290972319,5.03170303104966,5.62664228999839,1.96143620457711,4.79001241576929,4.74874485639937,0.461577160665702,4.6336938726904,2.47940468025868,3.95221181895047,6.60501800428924,5.91590878963777,5.97209669394526,1.43561108707149,5.23197852760736,1.44776818939696,-1.65014612016782,2.57571472582026,2.937210038577,..
Bahrain,BHR,Real interest rate (%),FR.INR.RINR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,31.899078880184,6.79616153081577,5.67650699259481,4.26721433414044,3.41972661628227,11.4748705922866,15.8180442537609,14.294301790096,3.15013764667973,10.4967030867902,12.099822197302,11.1609455375469,20.2848631275658,8.84268358322294,-14.1459933800106,14.5456518664337,4.67523622359611,-0.138077522508306,-2.78108630248648,-5.19904964998518,-0.796831845031488,-0.15594009517698,-2.82081175588815,24.0617021084089,-0.180112630343749,-2.68423959584847,2.93595714698516,5.52902329899412,7.66702646718953,16.0310656699166,..,..,..
Bangladesh,BGD,Real interest rate (%),FR.INR.RINR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,34.7584861385852,14.6814534777502,-11.6374902697912,-1.38987505537017,-5.29261214405094,1.91575196410772,1.95181983417005,3.23745670024452,3.82332514256952,-5.48133622326992,5.30749313281142,4.39199516779017,7.91115737591059,7.07233716886508,8.88671888670931,12.8367514330462,12.1052606722747,14.8214318073078,10.1319294451417,6.39793291168276,-4.3168326399826,9.82634391322905,7.82564810966881,8.97864304756307,8.99820323722306,9.25695571916244,8.38969935757469,5.88445427995391,5.58235561096319,5.7642691214207,5.46699380434047,5.78911143822013,4.66174257174024,6.14653832728063,4.73613754607852,5.06420237870107,5.34330921717459,5.98869861388979,6.88586627498447,5.51265710797709,3.44926444294823,3.06864616026747,3.8385429536427
Barbados,BRB,Real interest rate (%),FR.INR.RINR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-0.68336383511521,3.15855504007072,5.82402790928052,5.93851606067272,6.77557462911721,4.40186148619183,1.29045873561853,6.44497297202801,2.9765259766458,-9.26492974362549,8.88999532083568,9.26787845488295,4.52278410032126,7.68064056179757,6.73456313001855,7.25500388969268,8.83821863687652,0.975699624513143,4.73772256675566,11.6872934520275,7.14460709192512,7.54252295213127,7.28232450577804,2.370785228104,2.35310107942914,8.75267983023303,0.753051431812628,7.64045427256317,11.9358757829852,7.78675246209231,6.33925791060632,9.11212995325049,9.74331078616275,8.50055713171722,9.61095672172094,11.5596565006334,5.75746036696266,..
Belarus,BLR,Real interest rate (%),FR.INR.RINR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-89.299391469589,-85.1883271988588,-87.8528574180936,-63.8872583383395,5.60715853319798,-23.215656000026,-28.0828260960878,-63.7610255027735,-41.2295490194762,-18.1401862688928,-5.52846907004785,-5.13471706389011,-4.7008627360939,-6.39967134213384,-1.72187161489498,-3.8075656979744,-10.4472953859825,2.21157583465926,-4.27663727649865,-31.9229033792065,-31.8270993969285,-1.7516160714714,0.538935443768887,1.77624138938041,5.5916335198042,0.953355741211775,-2.56541613172075
Belgium,BEL,Real interest rate (%),FR.INR.RINR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Belize,BLZ,Real interest rate (%),FR.INR.RINR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,23.1903458895678,6.35870007869511,4.70817806163493,16.6981101591554,10.0662838351702,4.16140321070048,9.47878640534548,11.4863406476055,13.8448674075521,17.994083882755,9.92974942906174,12.5085425073119,10.7996442201288,9.06243934445596,14.0539985791148,18.0342077118904,14.7748827649845,18.929931210112,15.455495810524,15.7117487529448,12.8574061623296,17.7123756170584,11.6325568729054,11.2724154381449,9.31307691581896,9.04958625885595,11.1040687927835,17.7204420222086,12.5512462637376,8.81397525952821,10.0279280665909,9.39863937331777,9.17715665177144,9.60400906116391,6.52681516899001,7.69934716425578,8.79859012061363
Benin,BEN,Real interest rate (%),FR.INR.RINR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.59595801669621,2.59080694204925,4.34420852782099,-1.36596044269121,2.38690045018602,4.19126995445574,1.46725368565735,-2.46398319024428,3.8269866582384,5.60089955650727,5.07457568320067,5.59064883867878,5.10667338807724,..
Bermuda,BMU,Real interest rate (%),FR.INR.RINR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bhutan,BTN,Real interest rate (%),FR.INR.RINR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.01018982245117,7.8390214750388,4.50549181618904,8.17156742860735,7.79401808509229,14.5374166440976,0.261941897930483,8.99895862648534,8.78937824499881,5.73337196471822,7.04800530535729,8.14661776394108,3.30640453857002,7.35987108312111,7.35161734968372,3.12449663766282,4.96822698626436,7.97195260265514,13.4072726233862,10.0581639742792,10.0848522780379,11.7402306707114,10.7996595994426,8.16383400973304,8.14790597850335,10.5608280788321,7.76228653032656,8.48702210303608,7.48324557985865,4.96545081053552,4.41402105230605,7.72035333366137,5.31261927834568,11.8766136129572,9.24379153188748,8.30129599961055,10.7344745367369
Bolivia,BOL,Real interest rate (%),FR.INR.RINR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,31.0962226830888,18.2844556969468,21.2807364226125,21.9711413534154,19.9321737664258,28.5447749865532,44.4076283501889,44.1131608753868,35.5300891960369,39.7798698782455,41.9516007872006,30.2290470369975,32.1815279320341,27.9483924327578,17.8530989092351,17.3230567258656,10.6586089111105,6.0223314553407,10.0756710775693,-1.55933369267428,5.11062820266868,3.16371915242944,15.1460393041453,1.0410375032615,-3.21717486437281,3.76719094883499,4.77002998357857,7.49119541655894,13.3088041526955,9.43472357540376,1.93142365486314,4.83326149925893
Bosnia and Herzegovina,BIH,Real interest rate (%),FR.INR.RINR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,60.3104918885128,19.2499629288417,-9.92766330162263,12.1405257343115,7.88455078117968,9.86746927276349,1.69634926999137,12.7208362495467,0.201657221489998,0.916564499201897,-0.348786377250797,7.73458729560545,6.39898049675532,4.87984296936736,6.4816790451211,7.2777131447057,5.57923068562519,4.36261554373906,3.77387424168107,2.63062580437609,2.39664921764919
Botswana,BWA,Real interest rate (%),FR.INR.RINR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-1.55665498917784,9.72190950390689,19.7818913141621,4.25720165449616,-2.96896350871054,-9.27115319531361,-2.68386492096155,-2.39060478543999,-12.1141666206502,-5.26368231641505,1.48163823609309,6.32797889298233,6.90244647169898,1.63797035769948,4.06788511822647,6.77649372099253,-1.38848066101701,8.53034221162933,3.34968974627504,0.473255913388857,1.14582525748908,6.86638438682302,14.8447009979468,12.7261594028246,5.15195656692344,0.230180572471775,8.36041736620967,10.7573146968074,11.2788519322912,6.85039093717767,2.33045676528745,-2.59580073296448,10.7853292724524,7.7022598676851,-2.59496233463233,5.97324243550014,-4.15639033467885,4.15151139788157,5.52716420684714
Brazil,BRA,Real interest rate (%),FR.INR.RINR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,65.4088449772594,77.6168379979129,67.0609170956757,48.5047281930591,45.6378187136298,48.3404374437697,46.4473988422892,43.7791527193086,44.6351679022297,41.2403264794732,35.0225154651078,35.3667577931037,34.7920096447121,29.1158055318831,32.8334595068102,26.5820905307869,18.4988666423251,22.4036283024317,33.8323671246808,40.7030419309046,41.9857698034986,34.9990177758204
British Virgin Islands,VGB,Real interest rate (%),FR.INR.RINR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Brunei Darussalam,BRN,Real interest rate (%),FR.INR.RINR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20.541347546287,-5.46084714400853,-18.2270122953957,11.7488836451894,5.10668078537922,-0.569825437592307,-8.96238536172462,-11.1701021290985,-4.13249944166551,4.33102543162265,-6.38260335073912,35.4151176012295,-9.58818021268441,-12.2153799939922,4.22671119937404,8.56607275393358,7.65952140554926,27.8296319364962,16.1651297146853,0.519037467010987,-3.40212358771913
Bulgaria,BGR,Real interest rate (%),FR.INR.RINR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.06847550183763,17.0524851192017,17.261174869694,-23.5201721295954,130.344957910409,-64.4082978704566,-13.0246501667328,9.96037659918285,3.86822769717863,4.71438704605468,5.2365247714683,6.13292846748727,3.03980272225319,2.01789190529003,2.01523177180864,-0.984443288323143,2.52627893226342,7.00409746053814,9.9269540302174,4.3884604356274,8.03401504692791,9.81530662503988,7.76422570171077,5.12960989791244,4.05581923311292,1.96989368146486,1.28202453681937
Burkina Faso,BFA,Real interest rate (%),FR.INR.RINR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.94405887370512,5.43551554771743,3.71966438299576,-2.46659400228754,2.51161344617833,-1.58489791454407,-1.35890242806266,-0.741615135359464,7.57802474732595,5.99590976148675,8.48848406011702,6.47717087270784,0.588447553118516,..
Burundi,BDI,Real interest rate (%),FR.INR.RINR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-0.451262624468179,-11.2032255104012,-3.76686094684203,19.2292447871319,5.98831967000897,5.23492170071385,-4.45006339753916,6.59678082637513,16.9803375449622,15.963391072313,8.22173811217478,-2.4026250109386,5.99714247210368,8.34847759852908,7.83342951672532,5.59112035265415,7.0908334336198,-0.727268464698452,..,..,3.54367365832104,0.245048218192701,-16.6791975356856,2.73290368762483,18.2520363062058,5.61440230161237,4.51452118694419,-0.333712699963746,13.8331873120086,7.91511494729555,-6.19483555607477,3.27455906374992,3.55415724152079,4.49248947174494,0.024113858875751,6.66204458651637,9.84140750593878,-4.94904459332227,13.1689709329723,2.98372849693439,16.5731465672781
Cabo Verde,CPV,Real interest rate (%),FR.INR.RINR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.89105743300322,1.65480979725522,6.22243743470829,8.61468710265611,10.481870255391,6.94842451744028,9.29595653477438,8.96365037076237,11.056759191885,8.52159876469482,9.86118091502319,8.88980572943635,7.44250905304435
Cambodia,KHM,Real interest rate (%),FR.INR.RINR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cameroon,CMR,Real interest rate (%),FR.INR.RINR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Canada,CAN,Real interest rate (%),FR.INR.RINR,..,..,4.34478615012099,3.52987246140064,2.83585533746694,1.91334462044072,0.99917352744848,1.44392141568622,2.74647407801772,2.98600171054259,4.81435346381203,1.42758307866179,0.154899057574378,-1.97850903534257,-4.24201367527631,-1.50611902837497,1.14647679391644,1.57533040551587,2.62615081658591,2.55338425464053,3.78888300858826,7.66008551756677,6.42317631360894,5.1125299980252,8.22725471429249,7.02488836243326,7.21268880255731,4.51923405649602,5.99612148949508,8.22495394443226,10.2971064115778,6.6813666851902,5.90769939703501,4.58061966853427,5.32756169946368,6.25890908546423,4.25195238264822,3.77393232594122,6.81357979140523,4.44644302615568,2.8037573259501,4.10544761825178,2.9345464147371,1.3848847211637,0.698267063787467,1.23246124102625,3.12880483651299,2.70604751713272,0.703529512584566,4.82308818307944,-0.256568991120092,-0.228971704911289,1.77409463291913,1.2494698627867,1.02205262512821,3.7108919706251,1.88746672577864,0.133227073497034,..
Cayman Islands,CYM,Real interest rate (%),FR.INR.RINR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Central African Republic,CAF,Real interest rate (%),FR.INR.RINR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Chad,TCD,Real interest rate (%),FR.INR.RINR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Channel Islands,CHI,Real interest rate (%),FR.INR.RINR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Chile,CHL,Real interest rate (%),FR.INR.RINR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-1.21143326793629,4.03791191926063,5.4169263073526,-0.414447087225852,19.562129163044,21.5546991960102,5.91842611023627,9.25942519389821,10.8603139991826,5.13320170350891,5.80121429815906,13.5400121843446,12.2340714051335,18.9296152713703,10.1131850997076,10.1384536123584,7.73159921881536,4.22276078016899,1.52987059143428,-2.52433147048355,-0.89649177178547,-3.71134383401726,3.16432728831726,13.3223297420224,2.48041240930163,-3.86139718387224,5.73860806980181,8.82733839711607,7.14401959015339,2.06947856377,0.534893124909244,1.07079513600423,-0.421481925876521,2.11648324710293
China,CHN,Real interest rate (%),FR.INR.RINR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.21586422442101,2.67858245733431,7.26924841537993,6.03629373610234,2.10312043091605,-2.06633758803282,3.0962583567709,2.7292195119142,-2.7616127927811,2.50055772498124,3.43856643586246,1.83346578349219,0.408280499531186,-3.66503819624631,-7.97724778364915,-1.41684830233147,3.36043870975432,6.90581616839603,7.34817842026646,7.20986021161513,3.71201682621706,3.7306632510389,4.67686131548733,2.63588242361456,-1.28496144699761,1.61435765826233,2.10924007781446,-0.259101589412177,-2.30240324136071,5.53218101843851,-1.00218319625411,-1.40234838480949,3.58125274547693,3.75777462903133,4.77105872132093,4.28461418742555,3.24246001612048,0.448412983116881,1.40771384121792
Colombia,COL,Real interest rate (%),FR.INR.RINR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.03035063876892,14.366323763846,11.692057804938,14.719009555507,-4.65217131854808,15.84381453975,11.9144458414883,8.78920992462499,15.0443624974982,20.0810690067254,21.4977921918618,14.8787535216014,23.9308115944262,15.0853449927622,-11.13795591854,13.3324808384727,9.77520490050366,7.82379797812032,7.27050966235802,9.5648511461691,6.72165527388124,9.75151157609874,8.75632884473013,8.40668377150184,5.43653445374657,4.93347075043942,8.5880009668688,8.28989963785217,8.6099175676808,8.78552078482183,9.0320950572264,8.15846834986668,8.50788491154326
Comoros,COM,Real interest rate (%),FR.INR.RINR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.4238779394224,17.2284160944343,3.10228896941749,7.51588248556845,6.39462200375767,7.36218094566545,10.6504754433318,7.16630934045214,6.7169660502541,7.16791385885181,9.37800361501876,8.70266714555954,7.18903113084612,6.00711211303062,8.63216303277588,9.57777850361538,8.4995677103662,8.65057070019548,10.8719554109478,5.63836493229362
"Congo, Dem. Rep.",COD,Real interest rate (%),FR.INR.RINR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,29.2173325376995,22.2243516884812,18.8343422662053,24.6947702750028,29.5828258204041,26.3303502332754,21.2447386339284,16.1472335876126,17.5247381607432,20.7667737190873,14.0840344522297,-15.6902472394818,-4.14159889618834
"Congo, Rep.",COG,Real interest rate (%),FR.INR.RINR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
